Feature Name,Score,Code Description
1vp53lapm,-0.05495762066,"INT: {'Implantation of internal device, patella of uncemented single-component [patella only] prosthetic de'}"
l244,-0.05495692197,DIAG: {'Irritant contact dermatitis due to drugs in contact with skin'}
1vc35lak8,-0.05493210716,"INT: {'Pharmacotherapy (local), femur using open approach and antibacterial agent (e.g. gentamycin beads)'}"
y589,-0.05492249023,DIAG: {'Other and unspecified bacterial vaccines causing adverse effect in therapeutic use'}
m8987,-0.05490282828,"DIAG: {'Other specified disorders of bone, ankle and foot'}"
v430,-0.05489869325,"DIAG: {'Car occupant injured in collision with car, pick-up truck or van, driver, nontraffic accident'}"
1da87laxxe,-0.05489776964,"INT: {'Excision partial, external ear NEC using local flap not using laser'}"
x470,-0.05489334343,DIAG: {'Accidental poisoning by and exposure to carbon monoxide from combustion engine exhaust'}
1yz80laxxb,0.05483519501,"INT: {'Repair, skin NEC using split-thickness autograft'}"
z269,-0.05482296931,DIAG: {'Need for immunization against unspecified infectious disease'}
o32901,-0.0547988523,"DIAG: {'Maternal care for malpresentation of fetus, unspecified, delivered, with or without mention of antep'}"
s42110,-0.05478496137,"DIAG: {'Fracture of coracoid process of scapula, closed', 'Fracture of unspecified part of scapula, closed'}"
s5420,-0.05473968608,DIAG: {'Laceration of radial nerve at forearm level'}
1vc74la,-0.05472457957,"INT: {'Fixation, femur open approach using no fixative device (e.g. for epiphysiodesis)'}"
1eh74lanw,-0.05471616958,"INT: {'Fixation, multiple bones of mid face region, with cranium involvement no tissue used [device only] u'}"
1id79laxxq,-0.05471404615,"INT: {'Repair by increasing size, aorta NEC using open approach with combined sources of tissue [e.g. peric'}"
m6254,-0.05469223901,"DIAG: {'Muscle wasting and atrophy, not elsewhere classified, hand'}"
2nk71da,-0.05467824751,"INT: {'Biopsy, small intestine using endoscopic [laparoscopic] approach'}"
1np73ba,-0.05465998404,"INT: {'Reduction, small and large intestine using endoscopic per orifice approach'}"
h201,-0.05463118423,DIAG: {'Chronic iridocyclitis'}
s36390,-0.0546028586,DIAG: {'Injury NOS of stomach without open wound into cavity'}
1pe80la,-0.05460116621,"INT: {'Repair, renal pelvis open approach [posterior] Using apposition technique [e.g. suturing]', 'Repair, renal pelvis open approach [posterior] using apposition technique [e.g. suturing]'}"
s8690,0.05459104449,DIAG: {'Laceration of unspecified muscle and tendon at lower leg level'}
1oe59kqas,-0.05458712378,"INT: {'Destruction, bile ducts using extracorporeal approach [Shock wave lithotripsy] [ESWL] and electrohyd', 'Destruction, bile ducts using electrohydraulic device [probe] extracorporeal shock wave lithotripsy '}"
1tb52wj,0.05457229346,"INT: {'Drainage, acromioclavicular and sternoclavicular joints using open excisional technique [e.g. bursec'}"
t463,-0.05457185323,"DIAG: {'Poisoning by coronary vasodilators, not elsewhere classified'}"
1hp80laxxl,-0.05457086923,"INT: {'Repair, ventricle using open approach with xenograft [e.g. bovine pericardium]'}"
1fj80la,-0.05453393301,"INT: {'Repair, tongue using apposition technique [e.g. suturing]'}"
2ey71ba,-0.05453343826,"INT: {'Biopsy, paranasal sinuses using endoscopic per orifice approach'}"
o47903,-0.05451689156,"DIAG: {'False labour, unspecified, antepartum condition or complication'}"
o23903,-0.05448616181,"DIAG: {'Other and unspecified genitourinary tract infection in pregnancy, antepartum condition or complicati'}"
e1150,0.0544632885,DIAG: {'Type 2 diabetes mellitus with peripheral angiopathy'}
2vg70da,-0.05445703254,"INT: {'Inspection, knee joint using endoscopic [arthroscopic] approach'}"
c022,-0.0544438376,DIAG: {'Malignant neoplasm ventral surface of tongue'}
o054,-0.05443792755,"DIAG: {'Other abortion, incomplete, without complication'}"
s36030,-0.05443690759,DIAG: {'Laceration involving segmental or hilar vessels causing major devascularization > 25% of spleen (Gra'}
e838,-0.05438362853,DIAG: {'Other disorders of mineral metabolism'}
s8670,-0.05438070087,DIAG: {'Laceration of multiple muscles and tendons at lower leg level'}
1od89dtbd,-0.05437422262,"INT: {'Excision total, gallbladder endoscopic [laparoscopic] approach with extraction (of calculi) from bil'}"
w0204,-0.05437187305,DIAG: {'Fall involving snowboard'}
1kg35hzm3,-0.05436774829,"INT: {'Pharmacotherapy (local), arteries of leg NEC, elution from implanted device using plant alkaloids an'}"
f010,-0.05426864466,DIAG: {'Vascular dementia of acute onset'}
1dk52la,0.05426041152,"INT: {'Drainage, middle ear NEC using open approach'}"
b3782,0.05424107849,DIAG: {'Candidal cheilitis'}
k312,-0.05423501315,DIAG: {'Hourglass stricture and stenosis of stomach'}
r3910,-0.05422631013,DIAG: {'Hesitancy of micturition'}
s8191,-0.05421825753,"DIAG: {'Open wound of lower leg, part unspecified, complicated'}"
t7808,-0.05421576302,DIAG: {'Anaphylactic shock due to other food products'}
r879,-0.05421574788,"DIAG: {'Abnormal findings in specimens from female genital organs, unspecified abnormal finding'}"
1kg57lafvn,-0.0542094171,"INT: {'Extraction, arteries of leg NEC open approach using synthetic material using atherectomy device (e.g'}"
o99103,-0.05417655872,DIAG: {'Other diseases of the blood and blood-forming organs and certain disorders involving the immune mech'}
b451,-0.05416365421,DIAG: {'Cerebral cryptococcosis'}
1ax87lagxn,-0.05413926476,"INT: {'Excision partial, spinal canal and meninges using extradural incision technique [e.g. for space occu'}"
c103,-0.05411229845,DIAG: {'Malignant neoplasm posterior wall of oropharynx'}
t412,-0.05411064308,DIAG: {'Poisoning by other and unspecified general anaesthetics'}
m8093,-0.0540943859,"DIAG: {'Unspecified osteoporosis with pathological fracture, forearm'}"
2vz24jaja,-0.05406592016,"INT: {'Electrophysiological measurement, leg using surface electrodes externally applied'}"
1vc38hakc,-0.05405077535,"INT: {'Management of external appliance, femur of percutaneous external fixator'}"
1wa53lasln,0.05403709641,"INT: {'Implantation of internal device, ankle joint with synthetic material (e.g. bone paste, cement, Dynag'}"
1nq86mhxxe,-0.05401316326,"INT: {'Closure of fistula, rectum using local transposition flap [e.g.  mucosal advancement flap] for fistu'}"
m4328,-0.05400866739,"DIAG: {'Other fusion of spine, sacral and sacrococcygeal region'}"
1ub03jasr,-0.05397784274,"INT: {'Immobilization, wrist joint using splinting device'}"
s6688,-0.05397508899,DIAG: {'Other and unspecified injury of other muscles and tendons at wrist and hand level'}
1qn51laff,-0.05396112452,"INT: {'Occlusion, vas deferens using open scrotal incision with transection and ligation technique using cl'}"
i792,-0.05395966268,"DIAG: {'Invalid Code', 'Peripheral angiopathy in diseases classified elsewhere'}"
1vg74lakd,-0.05394022996,"INT: {'Fixation, knee joint open approach fixation device alone using wire, staple'}"
j310,-0.05392440463,DIAG: {'Chronic rhinitis'}
2nf71bp,-0.05391121888,"INT: {'Biopsy, stomach using endoscopic per orifice with needle (aspiration) biopsy'}"
s878,-0.05390820997,DIAG: {'Crushing injury of other and unspecified parts of lower leg'}
s37811,-0.05390127012,"DIAG: {'Laceration of other pelvic organs, with open wound into cavity'}"
t8405,-0.05389095441,DIAG: {'Mechanical complication of ankle and tarsal prosthesis'}
l512,-0.0538534375,DIAG: {'Toxic epidermal necrolysis [Lyell]'}
3er40va,-0.05384548505,"INT: {'Magnetic resonance imaging [MRI], head NEC without contrast'}"
2yw71la,-0.0537731615,"INT: {'Biopsy, skin of foot using open [incisional] approach'}"
t0190,-0.05376828699,"DIAG: {'Multiple open wounds of unspecified site, uncomplicated'}"
1oe80da,-0.05376784428,"INT: {'Repair, bile ducts endoscopic [laparoscopic] approach using apposition technique [e.g. suturing]'}"
n088,-0.05376469423,DIAG: {'Glomerular disorders in other diseases classified elsewhere'}
1is57lagx,-0.05376322187,"INT: {'Extraction, vena cava (superior and inferior) open approach [e.g. venotomy] using device NEC'}"
2ed71la,-0.05376073189,"INT: {'Biopsy, maxilla using open approach'}"
c5009,-0.05372021923,"DIAG: {'Malignant neoplasm of nipple and areola, unspecified side'}"
r457,-0.053718143,"DIAG: {'State of emotional shock and stress, unspecified'}"
1na74ba,-0.05370596635,"INT: {'Fixation, esophagus using endoscopic [per orifice] approach'}"
1ys78latk,-0.05367530696,"INT: {'Repair by decreasing size, skin of abdomen and trunk using excisional technique and suction device'}"
v092,-0.05367094821,DIAG: {'Pedestrian injured in traffic accident involving other and unspecified motor vehicles'}
g542,-0.05364758586,"DIAG: {'Cervical root disorders, not elsewhere classified'}"
q330,-0.05363779708,DIAG: {'Congenital cystic lung'}
f929,-0.05363738722,"DIAG: {'Mixed disorder of conduct and emotions, unspecified'}"
m1030,-0.05363682157,"DIAG: {'Gout due to impairment of renal function, multiple sites'}"
2vx70la,-0.05363612097,"INT: {'Inspection, soft tissue of leg using open [incisional] approach'}"
m9489,-0.0535899958,"DIAG: {'Other specified disorders of cartilage, unspecified site'}"
1aw87laaz,-0.05358603021,"INT: {'Excision partial, spinal cord open approach with apposition technique [e.g. suturing] with ultrasoni'}"
1hv80gpbd,-0.0535792297,"INT: {'Repair, aortic valve percutaneous transluminal (arterial) (retrograde) approach using balloon (e.g. '}"
t470,-0.05355851304,DIAG: {'Poisoning by histamine H2-receptor antagonists'}
m4630,-0.05354107188,"DIAG: {'Infection of intervertebral disc (pyogenic), multiple sites in spine'}"
1ke35hzm8,-0.05354040975,"INT: {'Pharmacotherapy (local), abdominal arteries NEC elution from implanted device using immunosuppressiv'}"
c694,-0.05352785541,"DIAG: {'Malignant neoplasm of ciliary body', 'Malignant neoplasm of orbit'}"
m2453,-0.05352363402,"DIAG: {'Contracture of joint, forearm'}"
o90004,-0.05350966031,"DIAG: {'Disruption of caesarean section wound, postpartum condition or complication'}"
1ea74lanw,-0.05348527192,"INT: {'Fixation, cranium no tissue used during fixation using plate, screw device (with or without wire or '}"
l139,-0.05347071843,"DIAG: {'Bullous disorder, unspecified'}"
r113,0.05343364134,"DIAG: {'Nausea alone', 'Vomiting alone', 'Nausea with vomiting'}"
d071,-0.05343318569,DIAG: {'Carcinoma in situ of vulva'}
1vg74lanwn,-0.05342466314,"INT: {'Fixation, knee joint open approach with synthetic tissue [bone cement, or paste] using screw, plate '}"
1hz30jn,-0.05342120428,"INT: {'Resuscitation, heart NEC by external manual compression with or without concomitant non-invasive ven', 'Invalid Code', 'Resuscitation, heart NEC by external manual compression with or without concomitant ventilation'}"
s83411,-0.0534178971,DIAG: {'Other sprain and strain of medial collateral ligament of knee'}
c431,-0.05339079553,"DIAG: {'Malignant melanoma of eyelid, including canthus'}"
1eq14jat6,0.05337450938,"INT: {'Dressing, soft tissue of head and neck using dry dressing'}"
2ma71la,-0.05334695086,"INT: {'Biopsy, lymph node(s), head region using open approach', 'Biopsy, lymph nodes of head region using open approach'}"
x81,-0.05334628716,DIAG: {'Intentional self-harm by jumping or lying before moving object'}
d699,-0.05332926482,"DIAG: {'Haemorrhagic condition, unspecified'}"
p7880,-0.05331903204,DIAG: {'Congenital cirrhosis (of liver)'}
5md55kk,-0.05328340831,"INT: {'Combination of vacuum and forceps delivery, without episiotomy low vacuum/forceps'}"
e1152,0.05328049125,"DIAG: {'Type 2 diabetes mellitus without (mention of) complications', 'Other delirium', 'Type 1 diabetes mellitus with certain circulatory complications', 'Type 2 diabetes mellitus with certain circulatory complications', 'Type 2 diabetes mellitus with multiple other complications', 'Unspecified diabetes mellitus with certain circulatory complications'}"
1fm87la,-0.05327157799,"INT: {'Excision partial, parotid gland using open approach without preservation of facial nerve technique'}"
1nf13gpw0,-0.05323662233,"INT: {'Control of bleeding, stomach using percutaneous transluminal approach and other synthetic agent [e.g'}"
q652,-0.05322312687,"DIAG: {'Congenital dislocation of hip, unspecified'}"
1kt57lafv,-0.05320977748,"INT: {'Extraction vessels of the pelvis, perineum and gluteal region open approach no tissue used using ath'}"
g4000,-0.05318230402,DIAG: {'Localization-related (focal) (partial) idiopathic epilepsy and epileptic syndromes with seizures of '}
1kr87la,-0.05315994958,"INT: {'Excision partial, veins of leg NEC without use of tissue open approach'}"
t158,-0.05314471469,DIAG: {'Foreign body in other and multiple parts of external eye'}
g021,-0.05310970811,DIAG: {'Meningitis in mycoses'}
g039,-0.05309349389,"DIAG: {'Meningitis due to other specified causes', 'Meningitis, unspecified'}"
5ca93ek,-0.05305051752,"INT: {'Surgical removal of extrauterine pregnancy, endoscopic approach partial salpingectomy'}"
p209,-0.05303532851,"DIAG: {'Fetal acidaemia, unspecified when first noted'}"
t800,-0.05301490664,"DIAG: {'Air embolism following infusion, transfusion and therapeutic injection'}"
1fx86mexxa,-0.05300320628,"INT: {'Closure, fistula, oropharynx using autograft[e.g. skin, fascia] For fistula terminating at digestive'}"
1nq89gv,-0.05300124816,"INT: {'Excision total, rectum combined endoscopic [abdominal] with perineal approach coloanal anastomosis t'}"
r041,-0.05300111526,DIAG: {'Haemorrhage from throat'}
1eb74lanw,-0.05298136385,"INT: {'Fixation, zygoma without tissue [device only] using plate, screw device (with or without wire or mes'}"
1tm03hakc,-0.0529687385,"INT: {'Immobilization, elbow joint using percutaneous external fixator'}"
z5180,0.05295605338,DIAG: {'Pain management planning'}
s8620,-0.05295396589,DIAG: {'Laceration of muscle(s) and tendon(s) of anterior muscle group at lower leg level'}
n350,-0.05291675978,DIAG: {'Post-traumatic urethral stricture'}
1nf54jats,-0.05290051206,"INT: {'Management of internal device, stomach of nasogastric tube (indwelling)'}"
1na91faxxg,-0.05289540155,"INT: {'Excision radical, esophagus using combined endoscopic thoracoabdominal approach with gastric pull up'}"
1pg59bagx,-0.05288909046,"INT: {'Destruction, ureter endoscopic per orifice approach using device NEC (for tissue ablation or lithotr'}"
q246,-0.0528766085,DIAG: {'Congenital heart block'}
v139,-0.05286795244,"DIAG: {'Pedal cyclist injured in collision with car, pick-up truck or van, unspecified pedal cyclist, traffi'}"
1dk53latw,-0.05286499838,"INT: {'Implantation of internal device, middle ear NEC using open approach and vibrating device'}"
r858,-0.0528584782,"DIAG: {'Abnormal findings in specimens from digestive organs and abdominal cavity, other abnormal findings'}"
1ok91la,-0.05284942608,"INT: {'Excision radical, pancreas with duodenum without vagotomy using open approach'}"
1ym87utxxe,-0.05282441573,"INT: {'Excision partial, breast using open approach with localization device (e.g. needle hook, radioactive', 'Excision partial, breast using open guide wire (or needle hook) excision technique with local flap ('}"
v380,-0.05279773187,"DIAG: {'Occupant of three-wheeled motor vehicle injured in noncollision transport accident, driver, nontraff'}"
